Island,Colony,Site Number,Nest Number,Egg Lay Date,Egg Loss Date,Chick Hatch Date,Chick Loss Date,Chick Creche Date,Year
HUM,2.0,9,3,41,0,77,0,110,2001
HUM,2.0,9,4,38,0,76,0,107,2001
HUM,2.0,9,5,39,0,76,0,107,2001
HUM,2.0,10,1,42,0,77,0,110,2001
HUM,2.0,10,2,39,0,74,0,107,2001
HUM,2.0,10,3,35,0,71,0,107,2001
HUM,2.0,10,4,38,0,73,0,107,2001
HUM,2.0,10,5,42,0,78,0,110,2001
HUM,2.0,11,1,41,0,77,0,110,2001
HUM,2.0,11,2,44,0,80,0,110,2001
HUM,2.0,11,4,37,0,74,0,110,2001
HUM,2.0,11,5,39,0,76,0,110,2001
HUM,2.0,12,1,44,0,78,0,110,2001
HUM,2.0,12,2,42,0,78,0,110,2001
HUM,2.0,12,3,44,0,78,0,107,2001
HUM,2.0,12,4,38,0,75,0,107,2001
HUM,2.0,12,5,39,0,75,0,107,2001
HUM,2.2,13,1,41,0,76,0,115,2001
HUM,2.2,13,2,42,0,78,0,115,2001
HUM,2.2,13,3,40,0,81,0,115,2001
HUM,2.2,13,4,44,0,80,0,115,2001
HUM,2.2,13,5,38,0,72,0,115,2001
HUM,4.0,14,1,44,0,80,0,110,2001
HUM,4.0,14,2,44,0,78,0,110,2001
HUM,4.0,14,3,42,0,78,0,110,2001
HUM,4.0,14,4,46,0,80,0,110,2001
HUM,4.0,14,5,44,0,80,0,110,2001
HUM,3.0,15,1,41,0,78,0,110,2001
HUM,3.0,15,2,42,0,77,0,110,2001
HUM,3.0,15,3,40,0,76,0,110,2001
HUM,3.0,15,4,36,0,70,0,110,2001
HUM,3.0,15,5,41,0,79,0,110,2001
HUM,3.0,16,1,40,-1,0,0,0,2001
HUM,3.0,16,2,44,0,78,0,110,2001
HUM,3.0,16,3,46,0,81,0,110,2001
HUM,3.0,16,4,44,0,79,0,110,2001
HUM,3.0,16,5,37,0,71,0,110,2001
HUM,5.0,17,1,40,0,76,0,107,2001
HUM,5.0,17,2,44,0,79,0,107,2001
HUM,5.0,17,3,44,0,81,0,107,2001
HUM,5.0,17,4,44,0,79,0,107,2001
HUM,5.0,17,5,44,0,78,0,107,2001
HUM,2.0,1,1,45,62,0,0,0,2002
HUM,2.0,1,3,45,0,81,85,0,2002
HUM,2.0,1,4,50,0,84,0,107,2002
HUM,2.0,1,5,50,0,82,0,113,2002
HUM,2.0,2,5,45,73,0,0,0,2002
HUM,2.0,3,2,50,67,0,0,0,2002
HUM,2.0,3,3,50,0,83,94,0,2002
HUM,2.0,3,4,50,0,82,89,0,2002
HUM,2.0,3,5,50,62,0,0,0,2002
HUM,2.0,4,1,50,0,83,91,0,2002
HUM,2.0,4,2,50,0,86,87,0,2002
HUM,2.0,4,3,45,0,80,97,0,2002
HUM,2.0,4,5,50,0,83,96,0,2002
HUM,2.0,5,1,45,0,82,89,0,2002
HUM,2.0,5,2,45,-1,0,0,0,2002
HUM,2.0,5,3,45,0,81,0,113,2002
HUM,2.0,5,4,45,0,81,0,117,2002
HUM,2.0,5,5,52,0,88,0,113,2002
HUM,2.0,6,1,50,0,83,0,115,2002
HUM,2.0,6,2,45,0,82,0,113,2002
HUM,2.0,6,3,45,0,79,0,111,2002
HUM,2.0,6,4,45,0,82,0,111,2002
HUM,2.0,7,3,45,0,83,0,111,2002
HUM,2.0,7,5,45,0,77,0,111,2002
HUM,2.0,8,1,51,0,87,0,111,2002
HUM,2.0,8,2,45,0,79,0,111,2002
HUM,2.0,8,3,50,0,85,0,111,2002
HUM,2.0,8,5,50,0,85,0,111,2002
HUM,2.0,9,1,50,0,87,0,111,2002
HUM,2.0,9,2,55,0,90,0,111,2002
HUM,2.0,9,3,52,0,87,0,111,2002
HUM,2.0,9,4,50,0,83,0,111,2002
HUM,2.0,9,5,50,0,84,0,111,2002
HUM,2.0,10,1,52,59,0,0,0,2002
HUM,2.0,10,2,50,0,82,0,111,2002
HUM,2.0,10,3,50,0,85,0,111,2002
HUM,2.0,10,4,50,0,86,91,0,2002
HUM,2.0,10,5,50,84,0,0,0,2002
HUM,2.0,11,2,51,0,85,0,111,2002
HUM,2.0,11,4,51,0,85,0,111,2002
HUM,2.0,11,5,51,0,86,0,111,2002
HUM,2.0,12,3,50,0,86,93,0,2002
HUM,2.0,12,4,45,0,89,98,0,2002
HUM,2.0,12,5,50,86,0,0,0,2002
HUM,2.2,13,1,50,0,85,0,113,2002
HUM,2.2,13,2,52,0,87,0,113,2002
HUM,2.2,13,3,55,0,88,0,113,2002
HUM,2.2,13,4,50,0,87,0,113,2002
HUM,2.2,13,5,50,0,90,0,113,2002
HUM,4.0,14,2,50,0,88,0,113,2002
HUM,4.0,14,4,52,0,85,0,113,2002
HUM,4.0,14,5,50,64,0,0,0,2002
HUM,3.0,15,1,52,0,84,0,113,2002
HUM,3.0,15,2,50,64,0,0,0,2002
HUM,3.0,15,3,50,82,0,0,0,2002
HUM,3.0,15,4,50,0,84,0,113,2002
HUM,3.0,15,5,51,57,0,0,0,2002
HUM,3.0,16,2,50,57,0,0,0,2002
HUM,3.0,16,3,50,57,0,0,0,2002
HUM,3.0,16,4,50,0,85,0,113,2002
HUM,3.0,16,5,55,0,88,0,113,2002
HUM,5.0,17,1,50,70,0,0,0,2002
HUM,5.0,17,2,50,-1,0,0,0,2002
HUM,5.0,17,5,52,66,0,0,0,2002
HUM,2.2,13,1,49,0,81,0,111,2003
HUM,2.2,13,2,49,0,77,0,111,2003
HUM,2.2,13,3,49,0,80,0,111,2003
HUM,2.2,13,4,49,0,81,0,111,2003
HUM,2.2,13,5,49,0,82,0,111,2003
HUM,4.0,14,1,49,0,85,0,111,2003
HUM,4.0,14,2,49,0,80,0,115,2003
HUM,4.0,14,3,49,0,79,0,115,2003
HUM,4.0,14,4,49,0,80,0,115,2003
HUM,4.0,14,5,49,0,84,0,115,2003
HUM,3.0,15,1,49,0,79,0,111,2003
HUM,3.0,15,2,49,0,77,0,111,2003
HUM,3.0,15,3,49,0,79,0,111,2003
HUM,3.0,15,4,49,70,0,0,0,2003
HUM,3.0,15,5,49,0,77,0,111,2003
HUM,3.0,16,1,49,64,0,0,0,2003
HUM,3.0,16,2,49,0,77,0,111,2003
HUM,3.0,16,3,49,69,0,0,0,2003
HUM,3.0,16,4,49,0,78,0,111,2003
HUM,3.0,16,5,49,0,80,0,111,2003
HUM,5.0,17,1,49,0,84,0,111,2003
HUM,5.0,17,2,49,0,83,0,111,2003
HUM,5.0,17,3,49,0,79,0,111,2003
HUM,5.0,17,4,49,0,80,0,111,2003
HUM,5.0,17,5,49,0,82,0,111,2003
HUM,2.0,1,1,49,64,0,0,0,2003
HUM,2.0,1,2,49,0,82,0,115,2003
HUM,2.0,1,3,49,0,81,0,117,2003
HUM,2.0,1,4,49,0,77,0,115,2003
HUM,2.0,1,5,49,0,81,0,117,2003
HUM,2.0,2,1,49,0,79,95,0,2003
HUM,2.0,2,2,49,0,82,0,119,2003
HUM,2.0,2,3,49,0,80,0,115,2003
HUM,2.0,2,4,49,0,78,0,115,2003
HUM,2.0,2,5,49,0,79,0,119,2003
HUM,2.0,3,1,49,65,0,0,0,2003
HUM,2.0,3,2,49,0,83,87,0,2003
HUM,2.0,3,3,49,0,83,0,117,2003
HUM,2.0,3,4,49,0,84,0,119,2003
HUM,2.0,3,5,49,0,80,0,115,2003
HUM,2.0,4,1,49,0,77,83,0,2003
HUM,2.0,4,2,50,0,85,0,119,2003
HUM,2.0,4,3,49,0,79,96,0,2003
HUM,2.0,4,4,49,0,82,0,117,2003
HUM,2.0,4,5,49,0,79,0,117,2003
HUM,2.0,5,2,49,0,77,0,113,2003
HUM,2.0,5,3,49,0,80,0,117,2003
HUM,2.0,5,4,49,0,84,0,117,2003
HUM,2.0,5,5,49,0,80,0,117,2003
HUM,2.0,6,1,49,0,80,0,115,2003
HUM,2.0,6,2,49,0,77,0,117,2003
HUM,2.0,6,3,49,0,82,0,117,2003
HUM,2.0,6,4,49,0,78,0,115,2003
HUM,2.0,6,5,49,0,77,0,115,2003
HUM,2.0,7,1,49,0,81,0,117,2003
HUM,2.0,7,2,49,0,77,109,0,2003
HUM,2.0,7,3,49,0,77,0,117,2003
HUM,2.0,7,4,49,0,79,0,115,2003
HUM,2.0,7,5,49,0,78,0,117,2003
HUM,2.0,8,1,49,0,83,0,111,2003
HUM,2.0,8,2,49,0,78,0,111,2003
HUM,2.0,8,3,49,0,78,105,0,2003
HUM,2.0,8,4,49,0,78,0,111,2003
HUM,2.0,8,5,49,0,79,0,111,2003
HUM,2.0,9,1,49,0,78,84,0,2003
HUM,2.0,9,2,49,0,78,0,111,2003
HUM,2.0,9,3,49,0,78,0,111,2003
HUM,2.0,9,4,49,70,0,0,0,2003
HUM,2.0,9,5,49,0,78,0,111,2003
HUM,2.0,10,1,49,0,78,0,119,2003
HUM,2.0,10,3,49,0,78,0,117,2003
HUM,2.0,10,4,49,0,79,0,117,2003
HUM,2.0,10,5,49,0,78,0,117,2003
HUM,2.0,11,1,49,0,81,109,0,2003
HUM,2.0,11,2,49,0,79,0,117,2003
HUM,2.0,11,3,49,0,81,115,0,2003
HUM,2.0,11,4,49,60,0,0,0,2003
HUM,2.0,11,5,49,53,0,0,0,2003
HUM,2.0,12,1,49,0,81,0,111,2003
HUM,2.0,12,2,49,0,80,0,113,2003
HUM,2.0,12,3,49,0,80,0,117,2003
HUM,2.0,12,4,49,0,80,0,111,2003
HUM,2.0,12,5,49,-1,0,0,0,2003
HUM,2.0,1,2,47,0,80,0,113,2004
HUM,2.0,1,3,41,0,77,0,113,2004
HUM,2.0,1,4,39,0,74,0,111,2004
HUM,2.0,1,5,47,0,78,0,111,2004
HUM,2.0,2,1,42,73,0,0,0,2004
HUM,2.0,2,2,47,62,0,0,0,2004
HUM,2.0,2,3,42,0,74,0,107,2004
HUM,2.0,2,4,41,0,77,0,107,2004
HUM,2.0,2,5,39,0,74,0,107,2004
HUM,2.0,3,1,47,0,72,78,0,2004
HUM,2.0,3,2,47,0,79,0,107,2004
HUM,2.0,3,3,39,41,0,0,0,2004
HUM,2.0,3,4,39,0,74,0,107,2004
HUM,2.0,3,5,39,0,75,0,107,2004
HUM,2.0,4,1,37,0,74,0,109,2004
HUM,2.0,4,2,47,0,79,0,109,2004
HUM,2.0,4,3,42,0,79,0,109,2004
HUM,2.0,4,4,37,0,72,0,107,2004
HUM,2.0,4,5,40,0,76,0,107,2004
HUM,2.0,5,1,47,0,78,0,109,2004
HUM,2.0,5,2,41,0,76,0,109,2004
HUM,2.0,5,3,47,0,78,0,109,2004
HUM,2.0,5,5,41,0,77,0,107,2004
HUM,2.0,6,1,50,0,86,0,113,2004
HUM,2.0,6,2,40,0,77,0,113,2004
HUM,2.0,6,3,42,0,76,0,111,2004
HUM,2.0,6,4,36,0,73,0,111,2004
HUM,2.0,6,5,39,0,75,0,107,2004
HUM,2.2,07,1,47,0,82,0,117,2004
HUM,2.2,07,2,37,0,73,0,111,2004
HUM,2.2,07,3,47,0,79,0,113,2004
HUM,2.2,07,4,51,0,87,0,109,2004
HUM,2.2,07,5,47,0,79,0,111,2004
HUM,4.0,08,1,47,0,80,0,119,2004
HUM,4.0,08,2,47,0,81,0,115,2004
HUM,4.0,08,3,49,0,85,0,119,2004
HUM,4.0,08,4,47,0,81,0,117,2004
HUM,4.0,08,5,42,0,78,0,117,2004
HUM,3.0,09,1,42,0,79,0,111,2004
HUM,3.0,09,2,41,0,76,0,111,2004
HUM,3.0,09,3,49,0,84,0,115,2004
HUM,3.0,09,4,41,0,75,0,113,2004
HUM,3.0,09,5,47,0,81,0,113,2004
HUM,3.0,10,2,41,0,77,0,109,2004
HUM,3.0,10,3,47,0,79,0,113,2004
HUM,3.0,10,4,47,0,80,0,113,2004
HUM,3.0,10,5,47,0,80,0,113,2004
HUM,5.0,11,2,47,0,80,0,117,2004
HUM,5.0,11,3,49,0,84,0,115,2004
HUM,5.0,11,5,47,0,79,0,111,2004
HUM,2.0,1,2,49,83,0,0,0,2005
HUM,2.0,1,3,49,0,84,0,115,2005
HUM,2.0,1,4,49,0,83,0,115,2005
HUM,2.0,1,5,49,0,83,0,113,2005
HUM,2.0,2,2,49,0,83,106,0,2005
HUM,2.0,2,4,49,0,84,0,117,2005
HUM,2.0,3,1,49,83,0,0,0,2005
HUM,2.0,3,2,49,0,83,98,0,2005
HUM,2.0,3,3,49,-1,0,0,0,2005
HUM,2.0,3,4,49,0,83,0,117,2005
HUM,2.0,3,5,49,0,83,90,0,2005
HUM,2.0,4,1,49,61,0,0,0,2005
HUM,2.0,4,2,49,0,83,0,119,2005
HUM,2.0,4,3,49,0,83,0,113,2005
HUM,2.0,4,4,49,0,83,0,115,2005
HUM,2.0,4,5,49,0,83,0,115,2005
HUM,2.0,5,1,49,0,84,0,115,2005
HUM,2.0,5,2,49,0,83,0,115,2005
HUM,2.0,5,3,49,0,83,0,115,2005
HUM,2.0,5,4,49,83,0,0,0,2005
HUM,2.0,5,5,49,0,83,0,115,2005
HUM,2.0,6,1,49,83,0,0,0,2005
HUM,2.0,6,2,49,0,83,100,0,2005
HUM,2.0,6,3,49,0,83,0,115,2005
HUM,2.0,6,4,49,0,83,100,0,2005
HUM,2.0,6,5,49,0,83,0,113,2005
HUM,2.2,07,1,47,0,83,0,121,2005
HUM,2.2,07,2,47,0,83,0,117,2005
HUM,2.2,07,3,52,0,87,0,121,2005
HUM,2.2,07,4,54,-1,0,0,0,2005
HUM,2.2,07,5,49,0,83,0,121,2005
HUM,4.0,08,2,49,83,0,0,0,2005
HUM,4.0,08,3,52,0,88,0,121,2005
HUM,4.0,08,4,52,0,87,0,121,2005
HUM,4.0,08,5,49,0,84,0,113,2005
HUM,3.0,09,1,49,83,0,0,0,2005
HUM,3.0,09,3,49,0,84,0,113,2005
HUM,3.0,09,4,52,0,87,0,117,2005
HUM,3.0,09,5,52,0,87,0,115,2005
HUM,3.0,10,1,52,0,88,0,115,2005
HUM,3.0,10,2,49,0,85,0,117,2005
HUM,3.0,10,3,49,0,83,0,117,2005
HUM,3.0,10,4,53,0,89,0,117,2005
HUM,3.0,10,5,52,0,87,90,0,2005
HUM,5.0,11,1,49,0,92,93,0,2005
HUM,5.0,11,2,49,0,85,0,117,2005
HUM,5.0,11,3,53,0,88,0,115,2005
HUM,5.0,11,4,53,0,91,0,115,2005
HUM,5.0,11,5,52,0,87,0,117,2005
HUM,2.0,1,2,49,0,83,0,108,2006
HUM,2.0,1,3,49,0,83,0,108,2006
HUM,2.0,1,4,49,0,83,0,108,2006
HUM,2.0,1,5,49,0,83,0,108,2006
HUM,2.0,2,1,49,0,83,0,104,2006
HUM,2.0,2,2,49,83,0,0,0,2006
HUM,2.0,2,3,49,0,83,0,108,2006
HUM,2.0,2,4,49,0,83,0,108,2006
HUM,2.0,2,5,49,83,0,0,0,2006
HUM,2.0,3,2,49,0,83,0,109,2006
HUM,2.0,3,3,49,0,83,0,106,2006
HUM,2.0,3,4,49,0,83,0,103,2006
HUM,2.0,3,5,49,0,83,0,103,2006
HUM,2.0,4,3,49,0,83,0,104,2006
HUM,2.0,4,1,49,61,0,0,0,2006
HUM,2.0,4,2,49,0,83,0,105,2006
HUM,2.0,4,4,49,0,83,0,104,2006
HUM,2.0,5,4,49,0,83,0,106,2006
HUM,2.0,5,3,49,0,83,0,106,2006
HUM,2.0,5,2,49,0,83,0,106,2006
HUM,2.0,5,5,49,83,0,0,0,2006
HUM,2.0,6,2,49,0,83,0,104,2006
HUM,2.0,6,3,49,0,83,0,106,2006
HUM,2.0,6,4,49,0,83,0,106,2006
HUM,2.0,6,1,49,0,83,0,104,2006
HUM,2.0,6,5,49,0,83,0,106,2006
HUM,2.2,7,3,48,0,83,0,109,2006
HUM,2.2,7,4,48,0,83,0,110,2006
HUM,2.2,7,1,48,0,83,0,111,2006
HUM,2.2,7,2,48,0,83,0,108,2006
HUM,3.0,9,1,49,0,83,88,0,2006
HUM,3.0,9,3,49,0,83,86,0,2006
HUM,3.0,9,2,49,0,83,89,0,2006
HUM,3.0,9,4,49,83,0,0,0,2006
HUM,3.0,10,5,49,0,83,0,110,2006
HUM,3.0,10,3,49,0,83,0,108,2006
HUM,3.0,10,1,49,0,83,0,108,2006
HUM,3.0,10,2,49,0,83,0,110,2006
HUM,3.0,10,4,49,0,83,0,108,2006
HUM,4.0,8,1,48,0,83,85,0,2006
HUM,4.0,8,4,48,0,84,0,109,2006
HUM,4.0,8,5,48,52,0,0,0,2006
HUM,4.0,8,2,48,0,83,0,108,2006
HUM,4.0,8,3,48,0,83,0,108,2006
HUM,5.0,11,3,48,0,83,0,106,2006
HUM,5.0,11,2,48,0,83,0,106,2006
HUM,5.0,11,1,48,0,83,86,0,2006
HUM,5.0,11,4,48,0,83,0,109,2006
HUM,5.0,11,5,48,0,83,0,110,2006
HUM,2.0,1,1,43,0,80,0,112,2007
HUM,2.0,1,2,40,0,78,0,110,2007
HUM,2.0,1,3,39,0,75,0,109,2007
HUM,2.0,1,4,38,0,75,0,105,2007
HUM,2.0,1,5,42,0,77,0,113,2007
HUM,2.0,2,1,41,0,76,0,112,2007
HUM,2.0,2,2,40,0,76,0,115,2007
HUM,2.0,2,3,43,0,79,0,108,2007
HUM,2.0,2,4,39,0,75,0,108,2007
HUM,2.0,2,5,45,0,82,0,112,2007
HUM,2.0,3,1,42,53,0,0,0,2007
HUM,2.0,3,2,42,79,0,0,0,2007
HUM,2.0,3,3,40,0,75,0,117,2007
HUM,2.0,3,4,42,0,75,0,110,2007
HUM,2.0,3,5,42,0,77,0,115,2007
HUM,2.0,4,1,43,0,78,0,116,2007
HUM,2.0,4,2,41,0,77,0,118,2007
HUM,2.0,4,3,43,0,78,0,109,2007
HUM,2.0,4,4,38,0,70,0,109,2007
HUM,2.0,4,5,42,-1,0,0,0,2007
HUM,2.0,5,1,43,0,77,114,0,2007
HUM,2.0,5,2,42,0,77,114,0,2007
HUM,2.0,5,3,42,0,77,112,0,2007
HUM,2.0,5,4,40,0,75,103,0,2007
HUM,2.0,5,5,44,0,79,110,0,2007
HUM,2.0,6,2,39,0,73,0,105,2007
HUM,2.0,6,3,40,0,77,0,107,2007
HUM,2.0,6,4,39,0,75,0,108,2007
HUM,2.0,6,5,39,0,73,0,105,2007
HUM,2.0,1,1,42,75,0,0,0,2008
HUM,2.0,1,2,41,0,77,0,119,2008
HUM,2.0,1,3,44,0,80,0,120,2008
HUM,2.0,1,4,41,0,77,0,120,2008
HUM,2.0,1,5,42,0,77,0,120,2008
HUM,2.0,2,1,43,0,77,0,120,2008
HUM,2.0,2,2,44,0,81,0,118,2008
HUM,2.0,2,3,50,0,85,0,118,2008
HUM,2.0,2,5,44,0,79,0,115,2008
HUM,2.0,3,1,42,0,78,0,118,2008
HUM,2.0,3,2,44,0,80,0,120,2008
HUM,2.0,3,3,45,0,80,0,119,2008
HUM,2.0,3,4,51,0,86,0,119,2008
HUM,2.0,3,5,46,0,82,0,119,2008
HUM,2.0,4,1,44,-1,0,0,0,2008
HUM,2.0,4,2,43,0,79,0,120,2008
HUM,2.0,4,3,39,0,75,0,115,2008
HUM,2.0,4,4,40,0,75,0,111,2008
HUM,2.0,4,5,40,0,76,0,116,2008
HUM,2.0,5,1,50,0,85,0,109,2008
HUM,2.0,5,2,43,0,80,0,113,2008
HUM,2.0,5,3,43,0,78,0,113,2008
HUM,2.0,5,4,46,0,81,0,110,2008
HUM,2.0,5,5,48,0,82,0,108,2008
HUM,2.0,6,2,41,0,78,84,0,2008
HUM,2.0,6,3,41,0,78,0,116,2008
HUM,2.0,6,4,40,0,75,0,115,2008
HUM,2.0,6,5,42,0,78,0,115,2008
HUM,2.0,1,1,43,0,81,0,117,2009
HUM,2.0,1,2,37,0,71,0,117,2009
HUM,2.0,1,3,40,45,0,0,0,2009
HUM,2.0,1,4,40,0,76,0,110,2009
HUM,2.0,1,5,38,0,73,0,112,2009
HUM,2.0,2,1,44,0,81,0,104,2009
HUM,2.0,2,2,40,0,76,0,112,2009
HUM,2.0,2,3,44,0,81,89,0,2009
HUM,2.0,2,4,44,0,77,0,112,2009
HUM,2.0,2,5,42,0,77,0,108,2009
HUM,2.0,4,1,44,0,77,0,109,2009
HUM,2.0,4,2,42,-1,0,0,0,2009
HUM,2.0,4,3,36,0,72,0,107,2009
HUM,2.0,4,4,37,0,73,0,104,2009
HUM,2.0,4,5,42,0,76,0,104,2009
HUM,2.0,6,1,42,0,81,0,113,2009
HUM,2.0,6,2,39,0,76,0,113,2009
HUM,2.0,6,3,37,0,71,0,110,2009
HUM,2.0,6,4,40,0,76,0,108,2009
HUM,2.0,6,5,38,0,72,0,107,2009
HUM,2.0,1,1,44,74,0,0,0,2010
HUM,2.0,1,2,45,0,80,0,123,2010
HUM,2.0,1,3,45,0,80,0,123,2010
HUM,2.0,1,4,49,53,0,0,0,2010
HUM,2.0,1,5,45,0,83,0,123,2010
HUM,2.0,2,1,47,0,83,0,123,2010
HUM,2.0,2,2,40,0,76,0,110,2010
HUM,2.0,2,3,38,0,74,0,107,2010
HUM,2.0,2,4,40,0,74,0,123,2010
HUM,2.0,2,5,42,0,76,0,123,2010
HUM,2.0,4,1,50,0,85,0,123,2010
HUM,2.0,4,2,45,0,82,0,123,2010
HUM,2.0,4,4,45,0,82,0,123,2010
HUM,2.0,4,5,44,0,78,87,0,2010
HUM,2.0,6,2,40,0,78,0,123,2010
HUM,2.0,6,3,42,0,76,0,123,2010
HUM,2.0,6,4,40,0,75,0,111,2010
HUM,2.0,6,5,42,0,80,0,123,2010
HUM,2.0,1,3,46,0,79,0,111,2011
HUM,2.0,1,4,46,0,79,0,111,2011
HUM,2.0,2,1,44,0,78,0,115,2011
HUM,2.0,2,3,39,0,76,0,115,2011
HUM,2.0,2,5,41,0,75,0,115,2011
HUM,2.0,4,1,46,0,82,0,109,2011
HUM,2.0,4,2,39,41,0,0,0,2011
HUM,2.0,4,3,39,0,75,0,115,2011
HUM,2.0,4,4,44,0,78,0,112,2011
HUM,2.0,4,5,44,0,81,0,116,2011
HUM,2.0,6,1,51,0,89,0,119,2011
HUM,2.0,6,2,44,0,78,0,119,2011
HUM,2.0,6,4,40,0,75,0,116,2011
HUM,2.0,6,5,44,0,79,0,116,2011
HUM,2.0,1,2,44,0,78,0,107,2012
HUM,2.0,1,3,44,0,78,0,107,2012
HUM,2.0,1,4,41,0,76,0,112,2012
HUM,2.0,1,5,48,72,0,0,0,2012
HUM,2.0,2,1,41,0,78,0,112,2012
HUM,2.0,2,2,41,0,78,0,107,2012
HUM,2.0,2,3,41,0,78,96,0,2012
HUM,2.0,2,4,44,0,83,0,112,2012
HUM,2.0,2,5,43,0,79,0,107,2012
HUM,2.0,4,1,43,0,79,0,112,2012
HUM,2.0,4,2,41,0,75,0,102,2012
HUM,2.0,4,3,41,0,75,0,112,2012
HUM,2.0,4,4,43,0,78,0,107,2012
HUM,2.0,4,5,45,-1,0,0,0,2012
HUM,2.0,6,1,43,0,80,0,112,2012
HUM,2.0,6,2,41,0,75,0,112,2012
HUM,2.0,6,3,41,0,75,0,107,2012
HUM,2.0,6,4,41,0,72,0,112,2012
HUM,2.0,6,5,41,0,75,0,107,2012
HUM,2.0,1,1,46,69,0,0,0,2013
HUM,2.0,1,2,46,0,80,0,113,2013
HUM,2.0,1,3,41,0,77,0,116,2013
HUM,2.0,1,4,42,0,79,0,113,2013
HUM,2.0,1,5,45,78,0,0,0,2013
HUM,2.0,2,1,45,69,0,0,0,2013
HUM,2.0,2,2,45,0,79,0,115,2013
HUM,2.0,2,3,45,0,81,0,113,2013
HUM,2.0,2,4,41,0,77,0,115,2013
HUM,2.0,2,5,42,0,77,0,113,2013
HUM,2.0,4,1,43,0,84,0,117,2013
HUM,2.0,4,2,51,0,87,0,117,2013
HUM,2.0,4,3,51,0,87,0,109,2013
HUM,2.0,4,4,46,0,81,0,117,2013
HUM,2.0,4,5,53,0,87,0,117,2013
HUM,2.0,6,2,45,0,79,0,117,2013
HUM,2.0,6,3,45,0,80,0,117,2013
HUM,2.0,6,4,45,0,81,0,117,2013
HUM,2.0,6,5,41,0,75,0,117,2013
HUM,2.0,1,1,53,73,0,0,0,2014
HUM,2.0,1,4,53,0,86,0,108,2014
HUM,2.0,1,5,53,0,85,0,108,2014
HUM,2.0,2,2,53,0,86,0,108,2014
HUM,2.0,2,3,53,0,85,0,108,2014
HUM,2.0,2,4,53,0,85,0,108,2014
HUM,2.0,2,5,53,0,85,0,108,2014
HUM,2.0,3,1,53,73,0,0,0,2014
HUM,2.0,3,3,53,0,85,0,108,2014
HUM,2.0,3,4,53,0,85,0,108,2014
HUM,2.0,3,5,53,0,85,0,108,2014
HUM,2.0,4,1,53,73,0,0,0,2014
HUM,2.0,4,2,53,0,85,0,108,2014
HUM,2.0,4,3,53,0,85,0,108,2014
HUM,2.0,4,4,53,0,85,0,108,2014
HUM,2.0,1,1,45,0,83,93,0,2015
HUM,2.0,1,2,44,0,83,0,105,2015
HUM,2.0,1,3,49,55,0,0,0,2015
HUM,2.0,1,4,44,0,83,0,115,2015
HUM,2.0,1,5,45,0,83,0,115,2015
HUM,2.0,2,1,45,59,0,0,0,2015
HUM,2.0,2,2,42,65,0,0,0,2015
HUM,2.0,2,3,48,63,0,0,0,2015
HUM,2.0,2,4,45,0,83,0,115,2015
HUM,2.0,2,5,45,0,83,0,115,2015
HUM,2.0,3,1,48,0,85,0,115,2015
HUM,2.0,3,2,52,0,86,0,115,2015
HUM,2.0,3,3,46,0,83,0,115,2015
HUM,2.0,3,4,45,-1,0,0,0,2015
HUM,2.0,3,5,50,0,85,0,115,2015
HUM,2.0,4,1,47,0,83,106,0,2015
HUM,2.0,4,2,48,0,83,0,115,2015
HUM,2.0,4,3,48,0,84,0,115,2015
HUM,2.0,4,4,50,0,83,0,115,2015
HUM,2.0,4,5,44,0,85,0,115,2015
HUM,2.0,1,2,46,0,81,0,116,2016
HUM,2.0,1,3,46,0,81,0,116,2016
HUM,2.0,1,4,46,0,81,0,111,2016
HUM,2.0,1,5,46,0,81,0,111,2016
HUM,2.0,2,1,48,0,84,94,0,2016
HUM,2.0,2,2,46,0,81,0,111,2016
HUM,2.0,2,3,46,96,0,0,0,2016
HUM,2.0,2,4,46,81,0,0,0,2016
HUM,2.0,2,5,46,0,81,0,111,2016
HUM,2.0,3,1,48,0,83,0,116,2016
HUM,2.0,3,2,48,0,83,102,0,2016
HUM,2.0,3,3,52,0,87,0,116,2016
HUM,2.0,3,4,46,0,83,0,116,2016
HUM,2.0,3,5,48,0,83,0,116,2016
HUM,2.0,4,1,48,0,83,0,109,2016
HUM,2.0,4,2,46,0,81,0,108,2016
HUM,2.0,4,3,52,0,86,0,116,2016
HUM,2.0,4,4,46,0,82,0,108,2016
HUM,2.0,4,5,52,0,82,0,108,2016
HUM,2.0,1,1,45,70,0,0,0,2017
HUM,2.0,1,2,45,0,79,0,109,2017
HUM,2.0,1,3,45,0,76,0,111,2017
HUM,2.0,1,4,45,0,76,0,114,2017
HUM,2.0,1,5,45,0,76,0,114,2017
HUM,2.0,2,1,45,0,80,0,116,2017
HUM,2.0,2,2,45,0,78,101,0,2017
HUM,2.0,2,3,45,0,78,0,109,2017
HUM,2.0,2,4,55,0,82,0,116,2017
HUM,2.0,2,5,45,0,78,0,114,2017
HUM,2.0,3,1,45,0,79,90,0,2017
HUM,2.0,3,2,45,0,76,0,116,2017
HUM,2.0,3,3,45,0,76,0,116,2017
HUM,2.0,3,4,45,0,79,0,115,2017
HUM,2.0,3,5,45,0,80,0,115,2017
HUM,2.0,4,1,45,0,76,0,116,2017
HUM,2.0,4,2,45,0,76,0,116,2017
HUM,2.0,4,3,46,0,81,0,116,2017
